,Uniprot Number,Subcellular Location
11467,Q13315,Nucleolus
11468,Q13315,Nucleus
11469,Q13315,Nuclear Chromosome
11470,Q13315,Telomeric Region
11471,Q13315,Chromosome
11474,Q13315,Nucleoplasm
11555,Q13315,Dna Repair Complex
11556,Q13315,Intracellular Membrane-Bounded Organelle
11558,Q13315,Cell
11559,Q13315,Cytoplasm
11561,Q13315,Spindle
11562,Q13315,Cytoplasmic Vesicle
11566,Q13535,Nucleus
11567,Q13535,Chromosome
11570,Q13535,Pml Body
11571,Q13535,Nuclear Chromosome
11572,Q13535,Telomeric Region
11576,Q13535,Nucleoplasm
11594,Q13535,Golgi Apparatus
11597,P42345,Mitochondrion
11598,P42345,Mitochondrial Outer Membrane
11599,P42345,Golgi Apparatus
11600,P42345,Nucleus
11601,P42345,Endoplasmic Reticulum
11602,P42345,Intracellular Membrane-Bounded Organelle
11603,P42345,Lysosome
11604,P42345,Cytoplasm
11607,P42345,Organelle Membrane
11608,P42345,Pml Body
11609,P42345,Golgi Membrane
11610,P42345,Endoplasmic Reticulum Membrane
11611,P42345,Lysosomal Membrane
11612,P42345,Nuclear Envelope
11616,P42345,Endomembrane System
11618,P42345,Membrane
11627,P42345,Cytosol
11646,P42345,Nucleoplasm
11647,P42345,Postsynaptic Cytosol
11648,P42345,Glutamatergic Synapse
11649,P42345,Neuronal Cell Body
11650,P42345,Protein-Containing Complex
11651,P42345,Dendrite
11661,P42336,Membrane
11662,P42336,Plasma Membrane
11663,P42336,Cytoplasm
11664,P42336,Cytosol
11749,P42336,Cell
11750,P42336,Lamellipodium
11752,P42338,Membrane
11753,P42338,Plasma Membrane
11754,P42338,Cytoplasm
11755,P42338,Cytosol
11786,P42338,Intracellular Membrane-Bounded Organelle
11787,P42338,Midbody
11788,P42338,Nucleolus
11789,P42338,Nucleoplasm
11791,P42338,Nucleus
11795,O00329 ,Cytoplasm
11796,O00329 ,Membrane
11797,O00329 ,Plasma Membrane
11809,O00329 ,Cytosol
11815,O00329 ,Mast Cell Granule
11818,P48736,Membrane
11820,P48736,Cytoplasm
11822,P48736,Plasma Membrane
11824,P48736,Cytosol
11835,P48736,Cell
11836,P48736,Mast Cell Granule
11843,P78527,Nucleolus
11844,P78527,Protein-Dna Complex
11845,P78527,Protein-Containing Complex
11846,P78527,Nucleus
11847,P78527,Nonhomologous End Joining Complex
11848,P78527,Nuclear Chromosome
11849,P78527,Telomeric Region
11850,P78527,Membrane
11851,P78527,Transcription Factor Complex
11854,P78527,Cytosol
11857,P78527,Nucleoplasm
11873,Q96Q15 ,Nucleus
11874,Q96Q15 ,Cytoplasm
11882,Q96Q15 ,Cytosol
11885,Q96Q15 ,Nucleoplasm
11887,Q9BRS2,Cytoplasm
11888,Q9BRS2,Cytosol
11889,Q9BRS2,Methyltransferase Complex
11890,Q9BRS2,Preribosome
11891,Q9BRS2,Small Subunit Precursor
11897,Q9BRS2,Nucleoplasm
11899,Q9BVS4,Cytoplasm
11901,Q9BVS4,Preribosome
11902,Q9BVS4,Small Subunit Precursor
11906,Q9BVS4,Cytosol
11907,Q9BVS4,Nucleus
11909,Q9BVS4,Nucleoplasm
11911,O14730,Preribosome
11912,O14730,Small Subunit Precursor
11917,O14730,Cytosol
11919,O14730,Cytoplasm
