,Gene Name,Uniprot Number,Subcellular Location
10014,RNASEL,Q05823,Mitochondrial Matrix
10015,RNASEL,Q05823,Nuclear Matrix
10016,RNASEL,Q05823,Mitochondrion
10017,RNASEL,Q05823,Cytoplasm
10021,ROCK1,Q13464,Amyloid-Beta Complex
10022,ROCK1,Q13464,Cytoplasmic Stress Granule
10023,ROCK1,Q13464,Lamellipodium
10024,ROCK1,Q13464,Plasma Membrane
10025,ROCK1,Q13464,Cytoskeleton
10026,ROCK1,Q13464,Ruffle
10029,ROCK1,Q13464,Cytoplasm
10030,ROCK1,Q13464,Secretory Granule Lumen
10031,ROCK1,Q13464,Cytosol
10038,ROCK1,Q13464,Extracellular Region
10044,ROCK1,Q13464,Golgi Apparatus
10046,ROCK1,Q13464,Cell Projection
10049,ROCK1,Q13464,Membrane
10051,ROCK1,Q13464,Bleb
10052,ROCK1,Q13464,Golgi Membrane
10054,ROCK1,Q13464,Centriole
10059,ROCK2,O75116,Cytoplasm
10060,ROCK2,O75116,Nucleus
10061,ROCK2,O75116,Cytoskeleton
10062,ROCK2,O75116,Membrane
10063,ROCK2,O75116,Plasma Membrane
10064,ROCK2,O75116,Microtubule Organizing Center
10068,ROCK2,O75116,Cytoplasmic Ribonucleoprotein Granule
10069,ROCK2,O75116,Centrosome
10073,ROCK2,O75116,Cytosol
10080,ROR1,Q01973,Cell Surface
10081,ROR1,Q01973,Cytoplasm
10082,ROR1,Q01973,Stress Fiber
10083,ROR1,Q01973,Axon Terminus
10084,ROR1,Q01973,Integral Component Of Membrane
10085,ROR1,Q01973,Membrane
10086,ROR1,Q01973,Cell Projection
10088,ROR1,Q01973,Axon
10090,ROR1,Q01973,Plasma Membrane
10091,ROR1,Q01973,Integral Component Of Plasma Membrane
10095,ROR1,Q01973,Receptor Complex
10100,ROR2,Q01974,Integral Component Of Membrane
10101,ROR2,Q01974,Integral Component Of Plasma Membrane
10102,ROR2,Q01974,Receptor Complex
10103,ROR2,Q01974,Axon
10105,ROR2,Q01974,Clathrin-Coated Endocytic Vesicle Membrane
10106,ROR2,Q01974,Plasma Membrane
10108,ROR2,Q01974,Neuronal Cell Body
10109,ROR2,Q01974,Dendrite
10110,ROR2,Q01974,Cell Surface
10111,ROR2,Q01974,Microtubule
10112,ROR2,Q01974,Cytoplasm
10114,ROR2,Q01974,Membrane
10117,ROS1,P08922,Plasma Membrane
10118,ROS1,P08922,Membrane
10121,ROS1,P08922,Receptor Complex
10122,ROS1,P08922,Integral Component Of Plasma Membrane
10123,ROS1,P08922,Perinuclear Region Of Cytoplasm
10124,ROS1,P08922,Cell Surface
10126,ROS1,P08922,Integral Component Of Membrane
10128,RPS6KA1,Q15418,Nucleus
10129,RPS6KA1,Q15418,Cytoplasm
10132,RPS6KA1,Q15418,Cytosol
10133,RPS6KA1,Q15418,Nucleoplasm
10143,RPS6KA2,Q15349,Nucleus
10144,RPS6KA2,Q15349,Cytoplasm
10148,RPS6KA2,Q15349,Cytosol
10149,RPS6KA2,Q15349,Nucleoplasm
10159,RPS6KA3,P51812,Cytoplasm
10161,RPS6KA3,P51812,Nucleus
10164,RPS6KA3,P51812,Cytosol
10165,RPS6KA3,P51812,Nucleoplasm
10172,RPS6KA4,O75676,Nucleus
10174,RPS6KA4,O75676,Cytoplasm
10176,RPS6KA4,O75676,Cytosol
10177,RPS6KA4,O75676,Nucleoplasm
10181,RPS6KA5,O75582,Cytoplasm
10182,RPS6KA5,O75582,Nucleus
10187,RPS6KA5,O75582,Nucleoplasm
10199,RPS6KA6,Q9UK32,Cytoplasm
10200,RPS6KA6,Q9UK32,Nucleus
10201,RPS6KA6,Q9UK32,Mitochondrion
10202,RPS6KA6,Q9UK32,Nucleolus
10203,RPS6KA6,Q9UK32,Nucleoplasm
10204,RPS6KA6,Q9UK32,Fibrillar Center
10207,RPS6KA6,Q9UK32,Cytosol
10210,RPS6KB1,P23443,Cytoplasm
10211,RPS6KB1,P23443,Neuron Projection
10212,RPS6KB1,P23443,Mitochondrion
10213,RPS6KB1,P23443,Nucleus
10214,RPS6KB1,P23443,Mitochondrial Outer Membrane
10215,RPS6KB1,P23443,Membrane
10216,RPS6KB1,P23443,Synapse
10217,RPS6KB1,P23443,Cell Junction
10226,RPS6KB1,P23443,Cytosol
10231,RPS6KB1,P23443,Nucleoplasm
10236,RPS6KB2,Q9UBS0,Cytoplasm
10238,RPS6KB2,Q9UBS0,Nucleus
10241,RPS6KB2,Q9UBS0,Nucleoplasm
10245,RPS6KC1,Q96S38,Early Endosome
10247,RPS6KC1,Q96S38,Cytoplasm
10248,RPS6KC1,Q96S38,Endosome
10249,RPS6KC1,Q96S38,Membrane
10254,RPS6KL1,Q9Y6S9,Ribosome
10258,RYK,P34925,Plasma Membrane
10259,RYK,P34925,Nucleus
10260,RYK,P34925,Integral Component Of Plasma Membrane
10261,RYK,P34925,Integral Component Of Membrane
10262,RYK,P34925,Membrane
10263,RYK,P34925,Cytoplasm
10265,RYK,P34925,Receptor Complex
10281,SBK1,Q52WX2,Cytoplasm
10284,SBK2,P0C263,Cytoplasm
10288,SCYL1,Q96KG9,Membrane
10289,SCYL1,Q96KG9,Cytoplasm
10290,SCYL1,Q96KG9,Copi Vesicle Coat
10291,SCYL1,Q96KG9,Cis-Golgi Network
10292,SCYL1,Q96KG9,Golgi Apparatus
10293,SCYL1,Q96KG9,Endoplasmic Reticulum-Golgi Intermediate Compartment
10294,SCYL1,Q96KG9,Cytosol
10298,SCYL1,Q96KG9,Cytoskeleton
10300,SCYL1,Q96KG9,Nucleus
10302,SCYL1,Q96KG9,Microtubule Organizing Center
10307,SCYL2,Q6P3W7,Cytoplasm
10308,SCYL2,Q6P3W7,Membrane
10309,SCYL2,Q6P3W7,Golgi Apparatus
10310,SCYL2,Q6P3W7,Cytoplasmic Vesicle
10311,SCYL2,Q6P3W7,Endosome
10313,SCYL2,Q6P3W7,Clathrin-Coated Vesicle
10314,SCYL2,Q6P3W7,Endosome Membrane
10315,SCYL2,Q6P3W7,Perinuclear Region Of Cytoplasm
10317,SCYL3,Q8IZE3,Cell Projection
10318,SCYL3,Q8IZE3,Cytoplasm
10319,SCYL3,Q8IZE3,Golgi Apparatus
10322,SCYL3,Q8IZE3,Lamellipodium
10327,SCYL3,Q8IZE3,Golgi Membrane
10329,SGK1,O00141,Cytoplasm
10330,SGK1,O00141,Nucleus
10331,SGK1,O00141,Cytosol
10335,SGK1,O00141,Nuclear Speck
10337,SGK1,O00141,Membrane
10339,SGK1,O00141,Mitochondrion
10341,SGK1,O00141,Endoplasmic Reticulum
10342,SGK1,O00141,Plasma Membrane
10344,SGK1,O00141,Endoplasmic Reticulum Membrane
10349,SGK2,Q9HBY8,Cytosol
10350,SGK2,Q9HBY8,Nucleoplasm
10351,SGK2,Q9HBY8,Cytoplasm
10352,SGK2,Q9HBY8,Nucleus
10356,SGK3,Q96BR1,Cytosol
10357,SGK3,Q96BR1,Intracellular Membrane-Bounded Organelle
10358,SGK3,Q96BR1,Nucleoplasm
10359,SGK3,Q96BR1,Cytoplasmic Vesicle
10360,SGK3,Q96BR1,Endosome
10362,SGK3,Q96BR1,Recycling Endosome
10363,SGK3,Q96BR1,Early Endosome
10365,SIK1,P57059,Cytoplasm
10367,SIK1,P57059,Nucleus
10375,SIK1B,A0A0B4J2F2,Cytoplasm
10376,SIK1B,A0A0B4J2F2,Nucleus
10378,SIK2,Q9H0K1,Cytoplasm
10380,SIK2,Q9H0K1,Nucleus
10384,SIK3,Q9Y2K2,Cytoplasm
10388,SLK,Q9H2G2,Cytoplasm
10389,SLK,Q9H2G2,Perinuclear Region Of Cytoplasm
10390,SLK,Q9H2G2,Cell Leading Edge
10392,SLK,Q9H2G2,Extracellular Exosome
10399,SMG1,Q96Q15,Nucleus
10400,SMG1,Q96Q15,Cytoplasm
10408,SMG1,Q96Q15,Cytosol
10411,SMG1,Q96Q15,Nucleoplasm
10413,SNRK,Q9NRH2,Nucleus
10415,SNRK,Q9NRH2,Cytoplasm
10420,SPEG,Q15772,Nucleus
10425,SRC,P12931,Membrane Raft
10426,SRC,P12931,Perinuclear Region Of Cytoplasm
10427,SRC,P12931,Extracellular Exosome
10429,SRC,P12931,Caveola
10430,SRC,P12931,Plasma Membrane
10431,SRC,P12931,Cytosol
10432,SRC,P12931,Late Endosome
10433,SRC,P12931,Lysosome
10434,SRC,P12931,Mitochondrial Inner Membrane
10435,SRC,P12931,Mitochondrion
10436,SRC,P12931,Cytoplasm
10564,SRC,P12931,Cell Junction
10568,SRC,P12931,Ruffle Membrane
10571,SRC,P12931,Actin Filament
10572,SRC,P12931,Cytoskeleton
10575,SRC,P12931,Nucleus
10576,SRC,P12931,Podosome
10577,SRC,P12931,Postsynaptic Specialization
10578,SRC,P12931,Intracellular Component
10579,SRC,P12931,Glutamatergic Synapse
10580,SRC,P12931,Neuron Projection
10581,SRC,P12931,Membrane
10582,SRC,P12931,Postsynaptic Density
10597,SRMS,Q9H3Y6,Cytoplasm
10601,SRMS,Q9H3Y6,Cytosol
10603,SRPK1,Q96SB4,Nucleus
10604,SRPK1,Q96SB4,Cytoplasm
10608,SRPK1,Q96SB4,Plasma Membrane
10609,SRPK1,Q96SB4,Cytosol
10610,SRPK1,Q96SB4,Nucleoplasm
10611,SRPK1,Q96SB4,Intracellular Membrane-Bounded Organelle
10614,SRPK1,Q96SB4,Endoplasmic Reticulum
10618,SRPK1,Q96SB4,Nuclear Matrix
10620,SRPK2,P78362,Cytoplasm
10621,SRPK2,P78362,Nucleus
10624,SRPK2,P78362,Cytosol
10625,SRPK2,P78362,Nucleolus
10626,SRPK2,P78362,Nucleoplasm
10632,SRPK3,Q9UPE1,Cytoplasm
10633,SRPK3,Q9UPE1,Nucleus
10635,STK10,O94804,Extracellular Exosome
10636,STK10,O94804,Plasma Membrane
10637,STK10,O94804,Cytoplasm
10638,STK10,O94804,Specific Granule Membrane
10641,STK10,O94804,Membrane
10644,STK11,Q15831,Membrane
10645,STK11,Q15831,Nucleus
10646,STK11,Q15831,Mitochondrion
10647,STK11,Q15831,Cytoplasm
10652,STK11,Q15831,Extracellular Exosome
10654,STK11,Q15831,Cytosol
10664,STK11,Q15831,Nucleoplasm
10681,STK16,O75716,Cytoplasm
10682,STK16,O75716,Membrane
10683,STK16,O75716,Perinuclear Region Of Cytoplasm
10686,STK16,O75716,Cytosol
10687,STK16,O75716,Golgi-Associated Vesicle
10689,STK17A,Q9UEE5,Nucleus
10691,STK17A,Q9UEE5,Nuclear Speck
10692,STK17A,Q9UEE5,Plasma Membrane
10696,STK17B,O94768,Plasma Membrane
10697,STK17B,O94768,Nucleus
10698,STK17B,O94768,Endoplasmic Reticulum-Golgi Intermediate Compartment
10702,STK17B,O94768,Actin Cytoskeleton
10705,STK17B,O94768,Membrane
10707,STK24,Q9Y6E0,Cytoplasm
10709,STK24,Q9Y6E0,Golgi Apparatus
10710,STK24,Q9Y6E0,Extracellular Exosome
10713,STK24,Q9Y6E0,Nucleus
10715,STK24,Q9Y6E0,Cytosol
10717,STK24,Q9Y6E0,Nucleoplasm
10719,STK24,Q9Y6E0,Nucleolus
10720,STK24,Q9Y6E0,Membrane
10727,STK25,O00506,Golgi Apparatus
10728,STK25,O00506,Cytoplasm
10729,STK25,O00506,Extracellular Exosome
10731,STK25,O00506,Cell
10732,STK25,O00506,Golgi Membrane
10738,STK26,Q9P289,Golgi Apparatus
10739,STK26,Q9P289,Cytoplasm
10742,STK26,Q9P289,Membrane
10743,STK26,Q9P289,Vesicle Membrane
10744,STK26,Q9P289,Perinuclear Region Of Cytoplasm
10745,STK26,Q9P289,Cell Periphery
10748,STK26,Q9P289,Cytosol
10749,STK26,Q9P289,Golgi-Associated Vesicle
10750,STK26,Q9P289,Apical Plasma Membrane
10751,STK26,Q9P289,Extracellular Exosome
10754,STK26,Q9P289,Golgi Membrane
10760,STK3,Q13188,Cytoplasm
10762,STK3,Q13188,Cytosol
10768,STK3,Q13188,Protein-Containing Complex
10771,STK3,Q13188,Nucleus
10775,STK31,Q9BXU1,Cytoplasm
10776,STK31,Q9BXU1,Nucleus
10778,STK31,Q9BXU1,Acrosomal Vesicle
10780,STK32A,Q8WU08,Membrane
10781,STK32A,Q8WU08,Plasma Membrane
10788,STK33,Q9BYT3,Cytoplasm
10789,STK33,Q9BYT3,Nucleus
10791,STK33,Q9BYT3,Perinuclear Region Of Cytoplasm
10793,STK35,Q8TDR2,Nuclear Body
10794,STK35,Q8TDR2,Nucleoplasm
10795,STK35,Q8TDR2,Nucleus
10796,STK35,Q8TDR2,Cytoplasm
10797,STK35,Q8TDR2,Nucleolus
10801,STK36,Q9NRP7,Cytoplasm
10802,STK36,Q9NRP7,Nucleus
10808,STK36,Q9NRP7,Cytosol
10809,STK36,Q9NRP7,Extracellular Region
10812,STK38,Q15208,Nucleus
10813,STK38,Q15208,Cytoplasm
10820,STK38,Q15208,Cytosol
10822,STK38L,Q9Y2H1,Actin Cytoskeleton
10823,STK38L,Q9Y2H1,Cytoplasm
10824,STK38L,Q9Y2H1,Cytosol
10828,STK38L,Q9Y2H1,Membrane
10829,STK38L,Q9Y2H1,Cytoskeleton
10834,STK39,Q9UEW8,Extrinsic Component Of Membrane
10835,STK39,Q9UEW8,Cytosol
10837,STK39,Q9UEW8,Cytoplasm
10838,STK39,Q9UEW8,Intracellular Membrane-Bounded Organelle
10840,STK39,Q9UEW8,Nucleoplasm
10842,STK39,Q9UEW8,Cytoskeleton
10845,STK39,Q9UEW8,Apical Plasma Membrane
10846,STK39,Q9UEW8,Basolateral Plasma Membrane
10847,STK39,Q9UEW8,Membrane
10849,STK39,Q9UEW8,Nucleus
10853,STK4,Q13043,Cytoplasm
10856,STK4,Q13043,Nucleus
10859,STK4,Q13043,Cytosol
10865,STK4,Q13043,Protein-Containing Complex
10866,STK4,Q13043,Nuclear Body
10868,STK4,Q13043,Nucleoplasm
10876,STK40,Q8N2I9,Cytosol
10877,STK40,Q8N2I9,Nucleoplasm
10878,STK40,Q8N2I9,Nucleus
10879,STK40,Q8N2I9,Cytoplasm
10885,STRADA,Q7RTN6,Cytoplasm
10886,STRADA,Q7RTN6,Nucleus
10888,STRADA,Q7RTN6,Cytosol
10891,STRADA,Q7RTN6,Nucleoplasm
10897,STRADB,Q9C0K7,Cytoplasm
10898,STRADB,Q9C0K7,Nucleus
10904,STRADB,Q9C0K7,Cytosol
10906,STRADB,Q9C0K7,Aggresome
10909,STYK1,Q6J9G0,Plasma Membrane
10910,STYK1,Q6J9G0,Integral Component Of Membrane
10911,STYK1,Q6J9G0,Membrane
10914,SYK,P43405,Early Phagosome
10915,SYK,P43405,Cytosol
10916,SYK,P43405,Plasma Membrane
10965,SYK,P43405,T Cell Receptor Complex
10966,SYK,P43405,Protein-Containing Complex
10967,SYK,P43405,Cytoplasm
10968,SYK,P43405,Nucleus
10971,SYK,P43405,B Cell Receptor Complex
10975,SYK,P43405,Membrane
10979,TAOK1,Q7L7X3,Cytoplasm
10981,TAOK1,Q7L7X3,Perinuclear Region Of Cytoplasm
10982,TAOK1,Q7L7X3,Microtubule Cytoskeleton
10983,TAOK1,Q7L7X3,Extracellular Exosome
10985,TAOK1,Q7L7X3,Cytosol
10999,TAOK1,Q7L7X3,Cell
11001,TAOK2,Q9UL54,Integral Component Of Membrane
11002,TAOK2,Q9UL54,Cytoplasm
11003,TAOK2,Q9UL54,Cell Projection
11004,TAOK2,Q9UL54,Cytoskeleton
11005,TAOK2,Q9UL54,Membrane
11006,TAOK2,Q9UL54,Nucleus
11007,TAOK2,Q9UL54,Cytoplasmic Vesicle
11010,TAOK2,Q9UL54,Cytoplasmic Vesicle Membrane
11011,TAOK2,Q9UL54,Dendrite
11012,TAOK2,Q9UL54,Axonal Growth Cone
11013,TAOK2,Q9UL54,Dendritic Growth Cone
11014,TAOK2,Q9UL54,Neuron Projection
11015,TAOK2,Q9UL54,Axon
11016,TAOK2,Q9UL54,Actin Cytoskeleton
11019,TAOK2,Q9UL54,Receptor Complex
11020,TAOK2,Q9UL54,Cytosol
11021,TAOK2,Q9UL54,Nucleolus
11022,TAOK2,Q9UL54,Nucleoplasm
11029,TAOK3,Q9H2K8,Cytoplasm
11031,TAOK3,Q9H2K8,Membrane
11032,TAOK3,Q9H2K8,Plasma Membrane
11036,TBCK,Q8TEA7,Midbody
11037,TBCK,Q8TEA7,Mitotic Spindle
11038,TBCK,Q8TEA7,Cytoplasm
11039,TBCK,Q8TEA7,Cytoskeleton
11042,TBCK,Q8TEA7,Spindle
11045,TBK1,Q9UHD2,Cytoplasm
11050,TBK1,Q9UHD2,Endosome Membrane
11056,TBK1,Q9UHD2,Cytosol
11077,TBK1,Q9UHD2,Intracellular Membrane-Bounded Organelle
11078,TBK1,Q9UHD2,Nucleoplasm
11080,TEC,P42680,Cytoskeleton
11082,TEC,P42680,Cytosol
11087,TEC,P42680,Plasma Membrane
11088,TEC,P42680,Membrane
11090,TEC,P42680,Cytoplasm
11096,TEK,Q02763,Plasma Membrane
11097,TEK,Q02763,Membrane
11098,TEK,Q02763,Extracellular Region
11099,TEK,Q02763,Cell Junction
11100,TEK,Q02763,Cytoplasm
11101,TEK,Q02763,Cytoskeleton
11102,TEK,Q02763,Integral Component Of Membrane
11106,TEK,Q02763,Focal Adhesion
11108,TEK,Q02763,Integral Component Of Plasma Membrane
11109,TEK,Q02763,Membrane Raft
11110,TEK,Q02763,Apical Plasma Membrane
11111,TEK,Q02763,Basolateral Plasma Membrane
11112,TEK,Q02763,Cell Surface
11113,TEK,Q02763,Basal Plasma Membrane
11114,TEK,Q02763,Cell-Cell Junction
11115,TEK,Q02763,Microvillus
11117,TEK,Q02763,Actin Filament
11118,TEK,Q02763,Stress Fiber
11119,TEK,Q02763,Receptor Complex
11135,TEK,Q02763,Centriolar Satellite
11139,TESK1,Q15569,Cytoplasmic Vesicle
11140,TESK1,Q15569,Cytoplasm
11141,TESK1,Q15569,Nucleus
11142,TESK1,Q15569,Cytosol
11145,TESK2,Q96S53,Nucleus
11146,TESK2,Q96S53,Cytoplasm
11148,TESK2,Q96S53,Nuclear Body
11149,TESK2,Q96S53,Nucleoplasm
11155,TEX14,Q8IWB6,Chromosome
11156,TEX14,Q8IWB6,Kinetochore
11158,TEX14,Q8IWB6,Centromeric Region
11159,TEX14,Q8IWB6,Cytoplasm
11160,TEX14,Q8IWB6,Midbody
11162,TEX14,Q8IWB6,Condensed Chromosome Kinetochore
11163,TEX14,Q8IWB6,Extracellular Exosome
11164,TEX14,Q8IWB6,Intercellular Bridge
11166,TEX14,Q8IWB6,Cell
11176,TGFBR1,P36897,Membrane
11177,TGFBR1,P36897,Bicellular Tight Junction
11178,TGFBR1,P36897,Cell Junction
11179,TGFBR1,P36897,Plasma Membrane
11180,TGFBR1,P36897,Integral Component Of Membrane
11182,TGFBR1,P36897,Cell Surface
11185,TGFBR1,P36897,Membrane Raft
11186,TGFBR1,P36897,Endosome
11187,TGFBR1,P36897,Nucleus
11191,TGFBR1,P36897,Receptor Complex
11195,TGFBR1,P36897,Activin Receptor Complex
11238,TGFBR1,P36897,Cell
11240,TGFBR2,P37173,Membrane
11241,TGFBR2,P37173,Plasma Membrane
11242,TGFBR2,P37173,Membrane Raft
11245,TGFBR2,P37173,Receptor Complex
11247,TGFBR2,P37173,Integral Component Of Membrane
11248,TGFBR2,P37173,External Side Of Plasma Membrane
11249,TGFBR2,P37173,Caveola
11292,TGFBR2,P37173,Cytosol
11294,TGFBR2,P37173,Cell Surface
11296,TGFBR2,P37173,Integral Component Of Plasma Membrane
11298,TGFBR2,P37173,Cytoplasm
11307,TIE1,P35590,Integral Component Of Plasma Membrane
11308,TIE1,P35590,Receptor Complex
11310,TIE1,P35590,Plasma Membrane
11311,TIE1,P35590,Integral Component Of Membrane
11314,TIE1,P35590,Membrane
11316,TLK1,Q9UKI8,Nucleus
11319,TLK1,Q9UKI8,Nucleoplasm
11323,TLK2,Q86UE8,Perinuclear Region Of Cytoplasm
11324,TLK2,Q86UE8,Intermediate Filament
11325,TLK2,Q86UE8,Nucleus
11329,TLK2,Q86UE8,Cytoskeleton
11330,TLK2,Q86UE8,Cytoplasm
11336,TNIK,Q9UKE5,Cytoplasm
11337,TNIK,Q9UKE5,Cytoskeleton
11338,TNIK,Q9UKE5,Recycling Endosome
11339,TNIK,Q9UKE5,Nucleus
11340,TNIK,Q9UKE5,Apical Plasma Membrane
11341,TNIK,Q9UKE5,Extracellular Exosome
11347,TNIK,Q9UKE5,Cytosol
11348,TNIK,Q9UKE5,Nucleoplasm
11349,TNIK,Q9UKE5,Postsynaptic Density
11350,TNIK,Q9UKE5,Intracellular Component
11351,TNIK,Q9UKE5,Glutamatergic Synapse
11352,TNIK,Q9UKE5,Presynapse
11356,TNIK,Q9UKE5,Endosome
11358,TNK1,Q13470,Membrane
11359,TNK1,Q13470,Cytoplasm
11360,TNK1,Q13470,Cytosol
11366,TNK2,Q07912,Nucleus
11368,TNK2,Q07912,Clathrin-Coated Vesicle
11369,TNK2,Q07912,Clathrin-Coated Pit
11370,TNK2,Q07912,Plasma Membrane
11371,TNK2,Q07912,Cytoplasmic Vesicle Membrane
11372,TNK2,Q07912,Adherens Junction
11373,TNK2,Q07912,Perinuclear Region Of Cytoplasm
11374,TNK2,Q07912,Endosome
11375,TNK2,Q07912,Cytoophidium
11376,TNK2,Q07912,Membrane
11382,TNK2,Q07912,Cytoplasm
11386,TNK2,Q07912,Cytoplasmic Vesicle
11389,TNK2,Q07912,Cell Junction
11392,TNNI3K,Q59H18,Cytoplasm
11394,TNNI3K,Q59H18,Nucleus
11400,TP53RK,Q96S44,Cytoplasm
11401,TP53RK,Q96S44,Nucleus
11405,TP53RK,Q96S44,Nucleoplasm
11411,TRIB1,Q96RU8,Cytoplasm
11412,TRIB1,Q96RU8,Nucleus
11415,TRIB2,Q92519,Cytoplasm
11416,TRIB2,Q92519,Cytoskeleton
11420,TRIB2,Q92519,Nucleus
11422,TRIB3,Q96RU7,Nucleus
11424,TRIB3,Q96RU7,Plasma Membrane
11426,TRIB3,Q96RU7,Cytosol
11427,TRIB3,Q96RU7,Nucleoplasm
11431,TRIO,O75962,Cell Projection
11432,TRIO,O75962,Cytoplasm
11435,TRIO,O75962,Cytosol
11444,TRPM6,Q9BX84,Plasma Membrane
11445,TRPM6,Q9BX84,Brush Border Membrane
11446,TRPM6,Q9BX84,Apical Plasma Membrane
11447,TRPM6,Q9BX84,Membrane
11448,TRPM6,Q9BX84,Integral Component Of Membrane
11454,TRPM7,Q96QT4,Plasma Membrane
11455,TRPM7,Q96QT4,Cell
11457,TRPM7,Q96QT4,Ruffle
11458,TRPM7,Q96QT4,Membrane
11459,TRPM7,Q96QT4,Integral Component Of Membrane
11464,TSSK1B,Q9BXA7,Motile Cilium
11465,TSSK1B,Q9BXA7,Cytoplasm
11466,TSSK1B,Q9BXA7,Nucleus
11468,TSSK1B,Q9BXA7,Cilium
11471,TSSK1B,Q9BXA7,Cell Projection
11472,TSSK1B,Q9BXA7,Cytoplasmic Vesicle
11475,TSSK1B,Q9BXA7,Acrosomal Vesicle
11477,TSSK2,Q96PF2,Nucleus
11478,TSSK2,Q96PF2,Cytoplasm
11481,TSSK2,Q96PF2,Centriole
11483,TSSK2,Q96PF2,Acrosomal Vesicle
11484,TSSK2,Q96PF2,Cytoskeleton
11489,TSSK3,Q96PN8,Cytoplasm
11490,TSSK3,Q96PN8,Nucleus
11492,TSSK4,Q6SA08,Cytoplasm
11493,TSSK4,Q6SA08,Nucleus
11494,TSSK4,Q6SA08,Sperm Flagellum
11495,TSSK4,Q6SA08,Motile Cilium
11496,TSSK4,Q6SA08,Cell Projection
11498,TSSK4,Q6SA08,Cytoplasmic Vesicle
11499,TSSK4,Q6SA08,Cilium
11501,TSSK4,Q6SA08,Acrosomal Vesicle
11503,TSSK6,Q9BXA6,Nucleus
11504,TSSK6,Q9BXA6,Cytoplasm
11507,TTBK1,Q5TCY1,Neuronal Cell Body
11508,TTBK1,Q5TCY1,Perinuclear Region Of Cytoplasm
11509,TTBK1,Q5TCY1,Microtubule Associated Complex
11510,TTBK1,Q5TCY1,Nucleus
11511,TTBK1,Q5TCY1,Cytoplasm
11512,TTBK1,Q5TCY1,Cytosol
11513,TTBK1,Q5TCY1,Nucleoplasm
11519,TTBK2,Q6IQ55,Centriole
11520,TTBK2,Q6IQ55,Ciliary Transition Zone
11521,TTBK2,Q6IQ55,Extracellular Space
11522,TTBK2,Q6IQ55,Ciliary Basal Body
11524,TTBK2,Q6IQ55,Cytosol
11525,TTBK2,Q6IQ55,Nucleus
11528,TTBK2,Q6IQ55,Cytoplasm
11536,TTBK2,Q6IQ55,Cytoskeleton
11539,TTBK2,Q6IQ55,Cilium
11540,TTBK2,Q6IQ55,Cell Projection
11546,TTK,P33981,Cytoplasm
11547,TTK,P33981,Membrane
11548,TTK,P33981,Spindle
11550,TTK,P33981,Nucleus
11551,TTK,P33981,Kinetochore
11554,TTN,Q8WZ42,Extracellular Exosome
11555,TTN,Q8WZ42,I Band
11556,TTN,Q8WZ42,Z Disc
11557,TTN,Q8WZ42,Condensed Nuclear Chromosome
11559,TTN,Q8WZ42,M Band
11561,TTN,Q8WZ42,Sarcomere
11562,TTN,Q8WZ42,Striated Muscle Thin Filament
11563,TTN,Q8WZ42,Cytosol
11568,TTN,Q8WZ42,Extracellular Region
11570,TTN,Q8WZ42,Cytoplasm
11571,TTN,Q8WZ42,Nucleus
11578,TXK,P42681,Cytoplasm
11579,TXK,P42681,Nucleus
11584,TXK,P42681,Plasma Membrane
11585,TXK,P42681,Membrane
11590,TYK2,P29597,Extracellular Exosome
11591,TYK2,P29597,Cytoplasm
11592,TYK2,P29597,Nucleus
11593,TYK2,P29597,Cytosol
11657,TYK2,P29597,Cytoskeleton
11658,TYK2,P29597,Membrane
11660,TYRO3,Q06418,Plasma Membrane
11661,TYRO3,Q06418,Integral Component Of Membrane
11662,TYRO3,Q06418,Membrane
11664,TYRO3,Q06418,Cell Surface
11665,TYRO3,Q06418,Integral Component Of Plasma Membrane
11666,TYRO3,Q06418,Endoplasmic Reticulum Membrane
11667,TYRO3,Q06418,Nuclear Envelope
11668,TYRO3,Q06418,Nucleus
11669,TYRO3,Q06418,Receptor Complex
11671,TYRO3,Q06418,Cell
11674,UHMK1,Q8TAS1,Neuronal Ribonucleoprotein Granule
11675,UHMK1,Q8TAS1,Dendrite Cytoplasm
11676,UHMK1,Q8TAS1,Axon
11677,UHMK1,Q8TAS1,Nucleus
11679,UHMK1,Q8TAS1,Cytoplasm
11681,UHMK1,Q8TAS1,Midbody
11682,UHMK1,Q8TAS1,Golgi Apparatus
11683,UHMK1,Q8TAS1,Nucleoplasm
11690,ULK1,O75385,Guanyl-Nucleotide Exchange Factor Complex
11691,ULK1,O75385,Extrinsic Component Of Autophagosome Membrane
11692,ULK1,O75385,Extrinsic Component Of Omegasome Membrane
11693,ULK1,O75385,Phagophore Assembly Site Membrane
11694,ULK1,O75385,Cytosol
11695,ULK1,O75385,Autophagosome
11696,ULK1,O75385,Cytoplasm
11697,ULK1,O75385,Membrane
11699,ULK1,O75385,Phagophore Assembly Site
11700,ULK1,O75385,Recycling Endosome
11713,ULK1,O75385,Endoplasmic Reticulum Membrane
11716,ULK1,O75385,Mitochondrial Outer Membrane
11719,ULK1,O75385,Axon
11724,ULK2,Q8IYT8,Phagophore Assembly Site Membrane
11725,ULK2,Q8IYT8,Membrane
11726,ULK2,Q8IYT8,Cytosol
11727,ULK2,Q8IYT8,Phagophore Assembly Site
11730,ULK2,Q8IYT8,Cytoplasmic Vesicle
11731,ULK2,Q8IYT8,Cytoplasmic Vesicle Membrane
11733,ULK3,Q6PHR2,Cytoplasm
